Symbol,Name,IPOyear,Sector,industry
CTSO,Cytosorbents Corporation,0,Health Care,Medical/Dental Instruments
CYTR,CytRx Corporation,1986,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DAEG,Daegis Inc,0,Technology,Computer Software: Prepackaged Software
TVIZ,Daily 2X VIX Med-Term ETN Velocityshares,0,Finance,Investment Bankers/Brokers/Service
TVIX,Daily 2X VIX ST ETN Velocityshares,0,Finance,Investment Bankers/Brokers/Service
ZIV,Daily Inverse VIX Mt ETN Velocityshares,0,Finance,Investment Bankers/Brokers/Service
XIV,Daily Inverse VIX ST ETN Velocityshares,0,Finance,Investment Bankers/Brokers/Service
DJCO,Daily Journal Corp. (S.C.),0,Consumer Services,Newspapers/Magazines
DAKT,Daktronics Inc.,1994,Consumer Durables,Miscellaneous manufacturing industries
DARA,DARA Biosciences Inc.,0,Health Care,Major Pharmaceuticals
DAIO,Data I/O Corporation,1981,Capital Goods,Electrical Products
DTLK,Datalink Corporation,1999,Technology,EDP Services
DRAM,Dataram Corporation,0,Technology,Electronic Components
DWCH,Datawatch Corporation,1992,Technology,Computer Software: Prepackaged Software
PLAY,Dave & Buster&#39;s Entertainment Inc.,2014,Consumer Services,Restaurants
DTEA,DAVIDsTEA Inc.,2015,Consumer Non-Durables,Food Chains
DWSN,Dawson Geophysical Company,0,Energy,Oil & Gas Production
DBVT,DBV Technologies S.A.,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TRAK,Dealertrack Technologies Inc.,2005,Technology,EDP Services
DHRM,Dehaier Medical Systems Limited,2010,Health Care,Medical/Dental Instruments
DFRG,Del Frisco&#39;s Restaurant Group Inc.,2012,Consumer Services,Restaurants
TACO,Del Taco Restaurants Inc.,2014,Consumer Services,Restaurants
TACOW,Del Taco Restaurants Inc.,2014,Consumer Services,Restaurants
DCTH,Delcath Systems Inc.,2000,Health Care,Medical/Dental Instruments
DGAS,Delta Natural Gas Company Inc.,1981,Public Utilities,Oil & Gas Production
DELT,Delta Technology Holdings Limited,0,Basic Industries,Major Chemicals
DELTW,Delta Technology Holdings Limited,2013,Basic Industries,Major Chemicals
DENN,Denny&#39;s Corporation,0,Consumer Services,Restaurants
XRAY,DENTSPLY International Inc.,1987,Health Care,Medical/Dental Instruments
DEPO,Depomed Inc.,0,Health Care,Major Pharmaceuticals
DSCI,Derma Sciences Inc.,0,Health Care,Medical/Dental Instruments
DERM,Dermira Inc.,2014,Health Care,Major Pharmaceuticals
DEST,Destination Maternity Corporation,0,Consumer Services,Clothing/Shoe/Accessory Stores
DXLG,Destination XL Group Inc.,0,Consumer Services,Clothing/Shoe/Accessory Stores
DSWL,Deswell Industries Inc.,1995,Consumer Non-Durables,Plastic Products
DXM,Dex Media Inc.,0,Consumer Services,Advertising
DXCM,DexCom Inc.,2005,Health Care,Medical/Dental Instruments
DHXM,DHX Media Ltd.,0,n/a,n/a
DMND,Diamond Foods Inc.,2005,Consumer Non-Durables,Packaged Foods
DHIL,Diamond Hill Investment Group Inc.,0,Finance,Investment Managers
FANG,Diamondback Energy Inc.,2012,Energy,Oil & Gas Production
DCIX,Diana Containerships Inc.,0,Transportation,Marine Transportation
DRNA,Dicerna Pharmaceuticals Inc.,2014,Health Care,Major Pharmaceuticals
DGII,Digi International Inc.,1989,Technology,Computer Communications Equipment
DMRC,Digimarc Corporation,0,Technology,EDP Services
DRAD,Digirad Corporation,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
DGLY,Digital Ally Inc.,0,Technology,Radio And Television Broadcasting And Communications Equipment
APPS,Digital Turbine Inc.,0,Miscellaneous,Multi-Sector Companies
DCOM,Dime Community Bancshares Inc.,0,Finance,Savings Institutions
DIOD,Diodes Incorporated,0,Technology,Semiconductors
DPRX,Dipexium Pharmaceuticals Inc.,2014,Health Care,Major Pharmaceuticals
DISCA,Discovery Communications Inc.,0,Consumer Services,Television Services
DISCB,Discovery Communications Inc.,0,Consumer Services,Television Services
DISCK,Discovery Communications Inc.,0,Consumer Services,Television Services
DSCO,Discovery Laboratories Inc.,0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DISH,DISH Network Corporation,1995,Consumer Services,Television Services
DVCR,Diversicare Healthcare Services Inc.,0,Health Care,Hospital/Nursing Management
BAGR,Diversified Restaurant Holdings Inc.,0,Consumer Services,Restaurants
DLHC,DLH Holdings Corp.,0,Technology,Professional Services
DNBF,DNB Financial Corp,0,Finance,Major Banks
DLTR,Dollar Tree Inc.,1995,Consumer Services,Department/Specialty Retail Stores
DGICA,Donegal Group Inc.,0,Finance,Property-Casualty Insurers
DGICB,Donegal Group Inc.,1986,Finance,Property-Casualty Insurers
DMLP,Dorchester Minerals L.P.,0,Energy,Oil & Gas Production
DORM,Dorman Products Inc.,0,Capital Goods,Auto Parts:O.E.M.
HILL,Dot Hill Systems Corporation,0,Technology,Electronic Components
EAGL,Double Eagle Acquisition Corp.,0,n/a,n/a
EAGLU,Double Eagle Acquisition Corp.,0,n/a,n/a
DRWI,DragonWave Inc,2009,Public Utilities,Telecommunications Equipment
DRWIW,DragonWave Inc,0,Public Utilities,Telecommunications Equipment
DWA,Dreamworks Animation SKG Inc.,2004,Consumer Services,Movies/Entertainment
DRYS,DryShips Inc.,2005,Transportation,Marine Transportation
DSKX,DS Healthcare Group Inc.,0,Consumer Non-Durables,Package Goods/Cosmetics
DSPG,DSP Group Inc.,1994,Technology,Semiconductors
CADT,DT Asia Investments Limited,2014,Finance,Business Services
CADTR,DT Asia Investments Limited,2014,Finance,Business Services
CADTU,DT Asia Investments Limited,2014,Finance,Business Services
CADTW,DT Asia Investments Limited,2014,Finance,Business Services
DTSI,DTS Inc.,2003,Miscellaneous,Multi-Sector Companies
DNKN,Dunkin&#39; Brands Group Inc.,2011,Consumer Services,Restaurants
DRRX,Durect Corporation,2000,Health Care,Major Pharmaceuticals
DXPE,DXP Enterprises Inc.,0,Capital Goods,Industrial Machinery/Components
DYAX,Dyax Corp.,2000,Health Care,Biotechnology: Commercial Physical & Biological Resarch
BOOM,Dynamic Materials Corporation,0,Capital Goods,Industrial Specialties
DYSL,Dynasil Corporation of America,0,Capital Goods,Industrial Machinery/Components
DYNT,Dynatronics Corporation,0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
DVAX,Dynavax Technologies Corporation,2004,Health Care,Major Pharmaceuticals
ETFC,E*TRADE Financial Corporation,0,Finance,Savings Institutions
EBMT,Eagle Bancorp Montana Inc.,0,Finance,Savings Institutions
EGBN,Eagle Bancorp Inc.,0,Finance,Major Banks
EGLE,Eagle Bulk Shipping Inc.,0,Transportation,Marine Transportation
EGRX,Eagle Pharmaceuticals Inc.,2014,Health Care,Major Pharmaceuticals
EROC,Eagle Rock Energy Partners L.P.,2006,Energy,Oil & Gas Production
ELNK,EarthLink Holdings Corp.,0,Technology,Computer Software: Programming Data Processing
EWBC,East West Bancorp Inc.,0,Finance,Major Banks
EACQU,Easterly Acquisition Corp.,2015,Finance,Business Services
EML,Eastern Company (The),0,Capital Goods,Industrial Machinery/Components
EVBS,Eastern Virginia Bankshares Inc.,0,Finance,Major Banks
EBAY,eBay Inc.,1998,Miscellaneous,Business Services
EBIX,Ebix Inc.,0,Technology,EDP Services
ELON,Echelon Corporation,1998,Technology,Computer Communications Equipment
ECHO,Echo Global Logistics Inc.,2009,Transportation,Oil Refining/Marketing
ECTE,Echo Therapeutics Inc.,0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SATS,EchoStar Corporation,0,Technology,Radio And Television Broadcasting And Communications Equipment
EEI,Ecology and Environment Inc.,1987,Consumer Services,Military/Government/Technical
ECACU,E-compass Acquisition Corp.,2015,Finance,Business Services
ESES,Eco-Stim Energy Solutions Inc.,0,Energy,Oilfield Services/Equipment
EDAP,EDAP TMS S.A.,1997,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EDGW,Edgewater Technology Inc.,0,Technology,Computer Software: Programming Data Processing
EDUC,Educational Development Corporation,0,Consumer Durables,Consumer Specialties
EFUT,eFuture Information Technology Inc.,0,Technology,EDP Services
EGAN,eGain Corporation,1999,Technology,Computer Software: Prepackaged Software
EGLT,Egalet Corporation,2014,Health Care,Major Pharmaceuticals
EHTH,eHealth Inc.,2006,Finance,Specialty Insurers
LOCO,El Pollo Loco Holdings Inc.,2014,Consumer Services,Restaurants
EMITF,Elbit Imaging Ltd.,0,Consumer Services,Building operators
ESLT,Elbit Systems Ltd.,0,Capital Goods,Military/Government/Technical
ERI,Eldorado Resorts Inc.,0,Consumer Services,Hotels/Resorts
ELRC,Electro Rent Corporation,0,Technology,Diversified Commercial Services
ESIO,Electro Scientific Industries Inc.,0,Miscellaneous,Industrial Machinery/Components
EA,Electronic Arts Inc.,0,Technology,Computer Software: Prepackaged Software
EFII,Electronics for Imaging Inc.,1992,Technology,Computer Communications Equipment
ELSE,Electro-Sensors Inc.,0,Capital Goods,Industrial Machinery/Components
ELEC,Electrum Special Acquisition Corporation,2015,Finance,Business Services
ELECU,Electrum Special Acquisition Corporation,2015,Finance,Business Services
ELECW,Electrum Special Acquisition Corporation,2015,Finance,Business Services
EBIO,Eleven Biotherapeutics Inc.,2014,Health Care,Major Pharmaceuticals
RDEN,Elizabeth Arden Inc.,0,Consumer Non-Durables,Package Goods/Cosmetics
CAPX,Elkhorn S&P 500 Capital Expenditures Portfolio,0,n/a,n/a
ESBK,Elmira Savings Bank NY (The),0,Finance,Major Banks
LONG,eLong Inc.,2004,Consumer Services,Transportation Services
ELTK,Eltek Ltd.,1997,Technology,Electrical Products
EMCI,EMC Insurance Group Inc.,1982,Finance,Property-Casualty Insurers
EMCF,Emclaire Financial Corp,0,Finance,Major Banks
EMKR,EMCORE Corporation,1997,Technology,Semiconductors
EMMS,Emmis Communications Corporation,1994,Consumer Services,Broadcasting
EMMSP,Emmis Communications Corporation,0,Consumer Services,Broadcasting
NYNY,Empire Resorts Inc.,0,Consumer Services,Restaurants
ERS,Empire Resources Inc.,0,Basic Industries,Metal Fabrications
ENTA,Enanta Pharmaceuticals Inc.,2013,Health Care,Major Pharmaceuticals
ECPG,Encore Capital Group Inc,0,Finance,Finance Companies
WIRE,Encore Wire Corporation,1992,Capital Goods,Metal Fabrications
ENDP,Endo International plc,0,Health Care,Major Pharmaceuticals
ECYT,Endocyte Inc.,2011,Health Care,Major Pharmaceuticals
ELGX,Endologix Inc.,0,Health Care,Medical/Dental Instruments
STIM,EndoStim Inc.,0,n/a,n/a
EIGI,Endurance International Group Holdings Inc.,2013,Technology,Computer Software: Prepackaged Software
WATT,Energous Corporation,2014,Technology,Radio And Television Broadcasting And Communications Equipment
EFOI,Energy Focus Inc.,0,Consumer Durables,Building Products
ERII,Energy Recovery Inc.,2008,Technology,Industrial Machinery/Components
EXXI,Energy XXI Ltd.,0,Energy,Oil & Gas Production
ENOC,EnerNOC Inc.,2007,Technology,Computer Software: Programming Data Processing
ENG,ENGlobal Corporation,0,Consumer Services,Military/Government/Technical
ENPH,Enphase Energy Inc.,2012,Technology,Semiconductors
ESGR,Enstar Group Limited,0,Finance,Property-Casualty Insurers
ENFC,Entegra Financial Corp.,2014,Finance,Banks
ENTG,Entegris Inc.,2000,Consumer Non-Durables,Plastic Products
ENTL,Entellus Medical Inc.,2015,Health Care,Medical/Dental Instruments
ETRM,EnteroMedics Inc.,2007,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EBTC,Enterprise Bancorp Inc,0,Finance,Major Banks
EFSC,Enterprise Financial Services Corporation,0,Finance,Major Banks
EGT,Entertainment Gaming Asia Incorporated,0,Consumer Durables,Miscellaneous manufacturing industries
ENVI,Envivio Inc.,2012,Technology,Radio And Television Broadcasting And Communications Equipment
ENZN,Enzon Pharmaceuticals Inc.,1984,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ENZY          ,Enzymotec Ltd.,2013,Consumer Durables,Specialty Chemicals
EPIQ,EPIQ Systems Inc.,1997,Technology,EDP Services
EPRS,EPIRUS Biopharmaceuticals Inc.,0,Health Care,Major Pharmaceuticals
EPZM,Epizyme Inc.,2013,Health Care,Major Pharmaceuticals
PLUS,ePlus inc.,1996,Technology,Retail: Computer Software & Peripheral Equipment
EQIX,Equinix Inc.,2000,Consumer Services,Real Estate Investment Trusts
EQFN,Equitable Financial Corp.,2015,Finance,Savings Institutions
EAC           ,Erickson Incorporated,2012,Capital Goods,Aerospace
ERIC,Ericsson,0,Technology,Radio And Television Broadcasting And Communications Equipment
ERIE,Erie Indemnity Company,0,Finance,Specialty Insurers
ESCA,Escalade Incorporated,0,Consumer Non-Durables,Recreational Products/Toys
ESCR,Escalera Resources Co.,0,Energy,Oil & Gas Production
ESCRP,Escalera Resources Co.,0,Energy,Oil & Gas Production
ESMC,Escalon Medical Corp.,0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
ESPR,Esperion Therapeutics Inc.,2013,Health Care,Major Pharmaceuticals
ESSA,ESSA Bancorp Inc.,0,Finance,Banks
EPIX,ESSA Pharma Inc.,0,Health Care,Major Pharmaceuticals
ESND,Essendant Inc.,0,Consumer Services,Paper
ESSX,Essex Rental Corporation,0,n/a,n/a
ESSF,ETRE REIT LLC,0,n/a,n/a
ETSY,Etsy Inc.,2015,Miscellaneous,Business Services
CLWT,Euro Tech Holdings Company Limited,1997,Consumer Durables,Diversified Electronic Products
EEFT,Euronet Worldwide Inc.,1997,Finance,Investment Bankers/Brokers/Service
ESEA,Euroseas Ltd.,0,Transportation,Marine Transportation
EVEP,EV Energy Partners L.P.,2006,Energy,Oil & Gas Production
EVK,Ever-Glory International Group Inc.,0,Consumer Non-Durables,Apparel
EVLV,EVINE Live Inc.,0,Consumer Services,Catalog/Specialty Distribution
EVOK,Evoke Pharma Inc.,2013,Health Care,Major Pharmaceuticals
EVOL,Evolving Systems Inc.,1998,Technology,EDP Services
EXA,Exa Corporation,2012,Technology,Computer Software: Prepackaged Software
EXAS,EXACT Sciences Corporation,2001,Health Care,Biotechnology: Commercial Physical & Biological Resarch
EXAC,Exactech Inc.,1996,Health Care,Industrial Specialties
EXEL,Exelixis Inc.,2000,Health Care,Biotechnology: Commercial Physical & Biological Resarch
EXFO,EXFO Inc,0,Capital Goods,Electrical Products
EXLS,ExlService Holdings Inc.,2006,Miscellaneous,Business Services
EXPE,Expedia Inc.,0,Consumer Services,Transportation Services
EXPD,Expeditors International of Washington Inc.,0,Transportation,Oil Refining/Marketing
EXPO,Exponent Inc.,0,Consumer Services,Professional Services
ESRX,Express Scripts Holding Company,1992,Health Care,Medical/Nursing Services
EXLP,Exterran Partners L.P.,0,Public Utilities,Natural Gas Distribution
EXTR,Extreme Networks Inc.,1999,Technology,Computer Communications Equipment
EYEG,Eyegate Pharmaceuticals Inc.,0,Health Care,Major Pharmaceuticals
EYEGW,Eyegate Pharmaceuticals Inc.,0,Health Care,Major Pharmaceuticals
EZCH,EZchip Semiconductor Limited,0,Technology,Computer Communications Equipment
EZPW,EZCORP Inc.,1991,Consumer Services,Other Specialty Stores
FFIV,F5 Networks Inc.,1999,Technology,Computer Communications Equipment
FB,Facebook Inc.,2012,Technology,Computer Software: Programming Data Processing
FCS,Fairchild Semiconductor International Inc.,1999,Technology,Semiconductors
FRP,FairPoint Communications Inc.,0,Public Utilities,Telecommunications Equipment
FWM,Fairway Group Holdings Corp.,2013,Consumer Services,Food Chains
FALC,FalconStor Software Inc.,0,Technology,Computer Software: Prepackaged Software
DAVE,Famous Dave&#39;s of America Inc.,0,Consumer Services,Restaurants
FARM,Farmer Brothers Company,0,Consumer Non-Durables,Packaged Foods
FFKT,Farmers Capital Bank Corporation,0,Finance,Major Banks
FMNB,Farmers National Banc Corp.,0,Finance,Major Banks
FARO,FARO Technologies Inc.,1997,Capital Goods,Industrial Machinery/Components
FAST,Fastenal Company,1987,Consumer Services,RETAIL: Building Materials
FATE,Fate Therapeutics Inc.,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FBSS,Fauquier Bankshares Inc.,0,Finance,Major Banks
FBRC,FBR & Co,0,Finance,Investment Bankers/Brokers/Service
FDML,Federal-Mogul Holdings Corporation,0,Capital Goods,Auto Parts:O.E.M.
FNHC,Federated National Holding Company,0,Finance,Property-Casualty Insurers
FEIC,FEI Company,1995,Capital Goods,Biotechnology: Laboratory Analytical Instruments
FHCO,Female Health Company (The),0,Basic Industries,Specialty Chemicals
FENX,Fenix Parts Inc.,2015,Consumer Services,Motor Vehicles
FCSC,Fibrocell Science Inc,0,Health Care,Major Pharmaceuticals
FGEN,FibroGen Inc,2014,Health Care,Major Pharmaceuticals
ONEQ,Fidelity Nasdaq Composite Index Tracking Stock,0,n/a,n/a
LION,Fidelity Southern Corporation,0,Finance,Major Banks
FDUS,Fidus Investment Corporation,2011,n/a,n/a
FRGI,Fiesta Restaurant Group Inc.,0,Consumer Services,Restaurants
FSAM,Fifth Street Asset Management Inc.,2014,Finance,Investment Managers
FSC,Fifth Street Finance Corp.,2008,n/a,n/a
FSCFL,Fifth Street Finance Corp.,0,n/a,n/a
FSFR,Fifth Street Senior Floating Rate Corp.,0,n/a,n/a
FITB,Fifth Third Bancorp,0,Finance,Major Banks
FITBI,Fifth Third Bancorp,0,Finance,Major Banks
FNGN,Financial Engines Inc.,2010,Finance,Investment Managers
FISI,Financial Institutions Inc.,1999,Finance,Major Banks
FNSR,Finisar Corporation,1999,Technology,Semiconductors
FNJN,Finjan Holdings Inc.,0,Miscellaneous,Multi-Sector Companies
FNTC,FinTech Acquisition Corp.,2015,Finance,Business Services
FNTCU,FinTech Acquisition Corp.,2015,Finance,Business Services
FNTCW,FinTech Acquisition Corp.,2015,Finance,Business Services
FEYE,FireEye Inc.,2013,Technology,Computer peripheral equipment
FBNC,First Bancorp,1987,Finance,Major Banks
FNLC,First Bancorp Inc (ME),0,Finance,Major Banks
FRBA,First Bank,2013,n/a,n/a
BUSE,First Busey Corporation,0,Finance,Major Banks
FBIZ,First Business Financial Services Inc.,0,Finance,Major Banks
FCVA,First Capital Bancorp Inc. (VA),2007,Finance,Major Banks
FCAP,First Capital Inc.,0,Finance,Savings Institutions
FCFS,First Cash Financial Services Inc.,1991,Consumer Services,Other Specialty Stores
FCNCA,First Citizens BancShares Inc.,0,Finance,Major Banks
FCLF,First Clover Leaf Financial Corp.,0,Finance,Major Banks
FCBC,First Community Bancshares Inc.,0,Finance,Major Banks
FCCO,First Community Corporation,0,Finance,Major Banks
FCFP,First Community Financial Partners Inc.,0,Finance,Major Banks
FBNK,First Connecticut Bancorp Inc.,2011,Finance,Banks
FDEF,First Defiance Financial Corp.,0,Finance,Savings Institutions
FFNM,First Federal of Northern Michigan Bancorp Inc.,0,Finance,Major Banks
FFBC,First Financial Bancorp.,0,Finance,Major Banks
FFBCW,First Financial Bancorp.,0,Finance,Major Banks
FFIN,First Financial Bankshares Inc.,0,Finance,Major Banks
THFF,First Financial Corporation Indiana,0,Finance,Major Banks
FFNW,First Financial Northwest Inc.,0,Finance,Banks
FFWM,First Foundation Inc.,0,Finance,Major Banks
INBK,First Internet Bancorp,0,Finance,Major Banks
FIBK,First Interstate BancSystem Inc.,2010,Finance,Major Banks
FRME,First Merchants Corporation,0,Finance,Major Banks
FMBH,First Mid-Illinois Bancshares Inc.,0,Finance,Major Banks
FMBI,First Midwest Bancorp Inc.,0,Finance,Major Banks
FNBC,First NBC Bank Holding Company,2013,Finance,Major Banks
FNFG,First Niagara Financial Group Inc.,0,Finance,Major Banks
FNWB,First Northwest Bancorp,2015,Finance,Banks
FSFG,First Savings Financial Group Inc.,0,Finance,Savings Institutions
FSGI,First Security Group Inc.,2005,Finance,Major Banks
FSLR,First Solar Inc.,2006,Technology,Semiconductors
FSBK,First South Bancorp Inc,0,Finance,Major Banks
BICK,First Trust BICK Index Fund,0,n/a,n/a
FBZ,First Trust Brazil AlphaDEX Fund,0,n/a,n/a
FCAN,First Trust Canada AlphaDEX Fund,0,n/a,n/a
FTCS,First Trust Capital Strength ETF,0,n/a,n/a
FCA,First Trust China AlphaDEX Fund,0,n/a,n/a
FV,First Trust Dorsey Wright Focus 5 ETF,0,n/a,n/a
IFV,First Trust Dorsey Wright International Focus 5 ETF,0,n/a,n/a
FEMB,First Trust Emerging Markets Local Currency Bond ETF,0,n/a,n/a
FTSM,First Trust Enhanced Short Maturity ETF,0,n/a,n/a
FEUZ,First Trust Eurozone AlphaDEX ETF,0,n/a,n/a
TDIV,First Trust Exchange-Traded Fund VI First Trust NASDAQ Technol,0,n/a,n/a
MDIV,First Trust Exchange-Traded Fund VI Multi-Asset Diversified In,0,n/a,n/a
FGM,First Trust Germany AlphaDEX Fund,0,n/a,n/a
FTGC,First Trust Global Tactical Commodity Strategy Fund,0,n/a,n/a
FTHI,First Trust High Income ETF,0,n/a,n/a
HYLS,First Trust High Yield Long/Short ETF,0,n/a,n/a
FHK,First Trust Hong Kong AlphaDEX Fund,0,n/a,n/a
FPXI,First Trust International IPO ETF,0,n/a,n/a
YDIV,First Trust International Multi-Asset Diversified Income Index,0,n/a,n/a
SKYY,First Trust ISE Cloud Computing Index Fund,0,n/a,n/a
CU,First Trust ISE Global Copper Index Fund,0,n/a,n/a
PLTM,First Trust ISE Global Platinum Index Fund,0,n/a,n/a
FJP,First Trust Japan AlphaDEX Fund,0,n/a,n/a
FTLB,First Trust Low Beta Income ETF,0,n/a,n/a
LMBS,First Trust Low Duration Mortgage Opportunities ETF,0,n/a,n/a
FMB,First Trust Managed Municipal ETF,0,n/a,n/a
QABA,First Trust NASDAQ ABA Community Bank Index Fund,0,n/a,n/a
CIBR,First Trust NASDAQ CEA Cybersecurity ETF,0,n/a,n/a
FONE,First Trust NASDAQ CEA Smartphone Index Fund,0,n/a,n/a
QCLN,First Trust NASDAQ Clean Edge Green Energy Index Fund,0,n/a,n/a
GRID,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index ,0,n/a,n/a
CARZ,First Trust NASDAQ Global Auto Index Fund,0,n/a,n/a
RDVY,First Trust NASDAQ Rising Dividend Achievers ETF,0,n/a,n/a
QQEW,First Trust NASDAQ-100 Equal Weighted Index Fund,0,n/a,n/a
QQXT,First Trust NASDAQ-100 Ex-Technology Sector Index Fund,0,n/a,n/a
QTEC,First Trust NASDAQ-100- Technology Index Fund,0,n/a,n/a
AIRR,First Trust RBA American Industrial Renaissance ETF,0,n/a,n/a
QINC,First Trust RBA Quality Income ETF,0,n/a,n/a
FTSL,First Trust Senior Loan Fund ETF,0,n/a,n/a
FKO,First Trust South Korea AlphaDEX Fund,0,n/a,n/a
FDIV,First Trust Strategic Income ETF,0,n/a,n/a
FSZ,First Trust Switzerland AlphaDEX Fund,0,n/a,n/a
FTW,First Trust Taiwan AlphaDEX Fund,0,n/a,n/a
TUSA,First Trust Total US Market AlphaDEX ETF,0,n/a,n/a
FKU,First Trust United Kingdom AlphaDEX Fund,0,n/a,n/a
FUNC,First United Corporation,0,Finance,Major Banks
SVVC,Firsthand Technology Value Fund Inc.,0,n/a,n/a
FMER,FirstMerit Corporation,0,Finance,Major Banks
FSV,FirstService Corporation,0,Finance,Real Estate
FISV,Fiserv Inc.,1986,Technology,EDP Services
FIVE,Five Below Inc.,2012,Consumer Services,Department/Specialty Retail Stores
FPRX,Five Prime Therapeutics Inc.,2013,Health Care,Major Pharmaceuticals
FIVN,Five9 Inc.,2014,Technology,EDP Services
FLML,Flamel Technologies S.A.,1996,Health Care,Major Pharmaceuticals
FLKS,Flex Pharma Inc.,2015,Health Care,Major Pharmaceuticals
FLXN,Flexion Therapeutics Inc.,2014,Health Care,Major Pharmaceuticals
SKOR,FlexShares Credit-Scored US Corporate Bond Index Fund,0,n/a,n/a
MBSD,FlexShares Disciplined Duration MBS Index Fund,0,n/a,n/a
FLXS,Flexsteel Industries Inc.,0,Consumer Durables,Home Furnishings
FLEX,Flextronics International Ltd.,1994,Technology,Electrical Products
FLIR,FLIR Systems Inc.,1993,Capital Goods,Industrial Machinery/Components
FLDM,Fluidigm Corporation,2011,Capital Goods,Biotechnology: Laboratory Analytical Instruments
FFIC,Flushing Financial Corporation,0,Finance,Major Banks
FOMX,Foamix Pharmaceuticals Ltd.,2014,Consumer Durables,Specialty Chemicals
FOGO,Fogo de Chao Inc.,2015,Consumer Services,Restaurants
FONR,Fonar Corporation,1981,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
FES,Forbes Energy Services Ltd,0,Energy,Oilfield Services/Equipment
FORM,FormFactor Inc.,2003,Technology,Semiconductors
FORTY,Formula Systems (1985) Ltd.,0,Technology,EDP Services
FORR,Forrester Research Inc.,1996,Consumer Services,Diversified Commercial Services
FTNT,Fortinet Inc.,2009,Technology,Computer peripheral equipment
FBIO,Fortress Biotech Inc.,0,Health Care,Major Pharmaceuticals
FWRD,Forward Air Corporation,0,Transportation,Oil Refining/Marketing
FORD,Forward Industries Inc.,0,Consumer Non-Durables,Plastic Products
FWP,Forward Pharma A/S,2014,Health Care,Major Pharmaceuticals
FOSL,Fossil Group Inc.,1993,Consumer Non-Durables,Consumer Specialties
FMI,Foundation Medicine Inc.,2013,Health Care,Medical Specialities
FXCB,Fox Chase Bancorp Inc.,0,Finance,Banks
FOXF,Fox Factory Holding Corp.,2013,Consumer Non-Durables,Motor Vehicles
FRAN,Francesca&#39;s Holdings Corporation,2011,Consumer Services,Clothing/Shoe/Accessory Stores
FELE,Franklin Electric Co. Inc.,0,Consumer Durables,Metal Fabrications
FRED,Fred&#39;s Inc.,1992,Consumer Services,Department/Specialty Retail Stores
FREE,FreeSeas Inc.,0,Transportation,Marine Transportation
RAIL,Freightcar America Inc.,2005,Capital Goods,Railroads
FEIM,Frequency Electronics Inc.,0,Capital Goods,Electrical Products
FRPT,Freshpet Inc.,2014,Consumer Non-Durables,Packaged Foods
FTR,Frontier Communications Corporation,0,Public Utilities,Telecommunications Equipment
FTRPR,Frontier Communications Corporation,0,Public Utilities,Telecommunications Equipment
FRPH,FRP Holdings Inc.,0,Finance,Real Estate
FSBW,FS Bancorp Inc.,2012,Finance,Banks
FTD,FTD Companies Inc.,0,Consumer Services,Other Consumer Services
FSYS,Fuel Systems Solutions Inc.,0,Capital Goods,Auto Parts:O.E.M.
FTEK,Fuel Tech Inc.,0,Capital Goods,Pollution Control Equipment
FCEL,FuelCell Energy Inc.,0,Miscellaneous,Industrial Machinery/Components
FULL,Full Circle Capital Corporation,2010,n/a,n/a
FULLL,Full Circle Capital Corporation,0,n/a,n/a
FLL,Full House Resorts Inc.,0,Consumer Services,Hotels/Resorts
FULT,Fulton Financial Corporation,0,Finance,Major Banks
FSNN,Fusion Telecommunications International Inc.,0,Technology,Computer Software: Prepackaged Software
FFHL,Fuwei Films (Holdings) Co. Ltd.,2006,Capital Goods,Specialty Chemicals
FXEN,FX Energy Inc.,0,Energy,Oil & Gas Production
FXENP,FX Energy Inc.,0,Energy,Oil & Gas Production
GK,G&K Services Inc.,0,Consumer Services,Other Consumer Services
WILC,G. Willi-Food International  Ltd.,0,Consumer Non-Durables,Food Distributors
GAIA,Gaiam Inc.,1999,Consumer Services,Movies/Entertainment
GLPG,Galapagos NV,2015,Health Care,Major Pharmaceuticals
GALT,Galectin Therapeutics Inc.,0,Health Care,Major Pharmaceuticals
GALTU,Galectin Therapeutics Inc.,0,Health Care,Major Pharmaceuticals
GALTW,Galectin Therapeutics Inc.,0,Health Care,Major Pharmaceuticals
GALE,Galena Biopharma Inc.,0,Health Care,Major Pharmaceuticals
GLMD,Galmed Pharmaceuticals Ltd.,2014,Health Care,Major Pharmaceuticals
GLPI,Gaming and Leisure Properties Inc.,0,Consumer Services,Real Estate Investment Trusts
GPIC,Gaming Partners International Corporation,0,Consumer Non-Durables,Recreational Products/Toys
